chr	start	end	name	mutation_count
chr10	17003088	17003574	chr10.17003088.17003574	4
chr10	17247294	17247692	chr10.17247294.17247692	4
chr10	17290334	17290658	chr10.17290334.17290658	3
chr10	17386740	17387259	chr10.17386740.17387259	7
chr10	17406175	17406612	chr10.17406175.17406612	1
chr10	17412469	17412799	chr10.17412469.17412799	2
chr10	17533816	17534240	chr10.17533816.17534240	2
chr10	17586815	17587146	chr10.17586815.17587146	6
chr10	17607533	17607999	chr10.17607533.17607999	3
chr10	17655562	17656044	chr10.17655562.17656044	2
chr10	17742965	17743277	chr10.17742965.17743277	3
chr10	21315249	21315790	chr10.21315249.21315790	7
chr10	21675236	21675685	chr10.21675236.21675685	3
chr10	21710740	21711155	chr10.21710740.21711155	3
chr10	22086700	22087141	chr10.22086700.22087141	2
chr10	22087197	22087568	chr10.22087197.22087568	8
chr10	22606245	22606746	chr10.22606245.22606746	5
chr10	22629799	22630199	chr10.22629799.22630199	4
chr10	22666528	22666886	chr10.22666528.22666886	2
chr10	23557073	23557521	chr10.23557073.23557521	2
chr10	23693447	23693866	chr10.23693447.23693866	1
chr10	24293468	24293863	chr10.24293468.24293863	1
chr10	24344263	24344867	chr10.24344263.24344867	2
chr10	24519028	24519500	chr10.24519028.24519500	3
chr10	24519983	24520422	chr10.24519983.24520422	1
chr10	24541295	24541853	chr10.24541295.24541853	5
chr10	24718533	24718869	chr10.24718533.24718869	2
chr10	24820529	24821058	chr10.24820529.24821058	2
chr10	24822029	24822438	chr10.24822029.24822438	1
chr10	24851636	24852131	chr10.24851636.24852131	1
chr10	24897361	24897851	chr10.24897361.24897851	2
chr10	26448739	26449210	chr10.26448739.26449210	2
chr10	27360671	27360982	chr10.27360671.27360982	1
chr10	27723392	27724020	chr10.27723392.27724020	1
chr10	28054281	28054755	chr10.28054281.28054755	2
chr10	28089589	28089932	chr10.28089589.28089932	1
chr10	28179530	28179951	chr10.28179530.28179951	1
chr10	28217785	28218373	chr10.28217785.28218373	2
chr10	28248181	28248603	chr10.28248181.28248603	6
chr10	28284147	28284660	chr10.28284147.28284660	2
chr10	28291789	28292502	chr10.28291789.28292502	9
chr10	28368209	28368598	chr10.28368209.28368598	3
chr10	28975873	28976518	chr10.28975873.28976518	1
chr10	29120262	29120785	chr10.29120262.29120785	3
chr10	29130194	29130713	chr10.29130194.29130713	4
chr10	29243798	29244312	chr10.29243798.29244312	2
chr10	29327527	29327922	chr10.29327527.29327922	5
chr10	29465537	29465891	chr10.29465537.29465891	2
chr10	29635720	29636226	chr10.29635720.29636226	1
chr10	30241093	30241581	chr10.30241093.30241581	4
chr10	30605908	30606299	chr10.30605908.30606299	4
chr10	30695820	30696362	chr10.30695820.30696362	6
chr10	31581958	31582400	chr10.31581958.31582400	5
chr10	31649983	31650475	chr10.31649983.31650475	3
chr10	32210778	32211193	chr10.32210778.32211193	3
chr10	32982314	32982804	chr10.32982314.32982804	3
chr10	33041819	33042487	chr10.33041819.33042487	4
chr10	33330494	33330998	chr10.33330494.33330998	1
chr10	33487272	33487597	chr10.33487272.33487597	1
chr10	34490017	34490458	chr10.34490017.34490458	3
chr10	34771159	34772120	chr10.34771159.34772120	8
chr10	34961071	34961416	chr10.34961071.34961416	1
chr10	35007870	35008513	chr10.35007870.35008513	7
chr10	35421517	35422092	chr10.35421517.35422092	3
chr10	35770908	35771404	chr10.35770908.35771404	1
chr10	35875386	35875807	chr10.35875386.35875807	1
chr10	36449250	36449916	chr10.36449250.36449916	2
chr10	36634937	36635510	chr10.36634937.36635510	5
chr10	37417700	37418292	chr10.37417700.37418292	3
chr10	37735092	37735462	chr10.37735092.37735462	4
chr10	42645131	42645531	chr10.42645131.42645531	4
chr10	42897016	42897871	chr10.42897016.42897871	3
chr10	43218636	43219235	chr10.43218636.43219235	2
chr10	43691517	43691936	chr10.43691517.43691936	1
chr10	44125983	44126424	chr10.44125983.44126424	2
chr10	44261330	44262220	chr10.44261330.44262220	5
chr10	44293924	44294320	chr10.44293924.44294320	8
chr10	44297851	44298417	chr10.44297851.44298417	2
chr10	44339241	44339700	chr10.44339241.44339700	2
chr10	44343884	44344304	chr10.44343884.44344304	1
chr10	44734145	44734559	chr10.44734145.44734559	2
chr10	44861283	44861847	chr10.44861283.44861847	4
chr10	44935492	44936163	chr10.44935492.44936163	7
chr10	45380147	45380611	chr10.45380147.45380611	2
chr10	45471972	45472357	chr10.45471972.45472357	9
chr10	45710236	45710660	chr10.45710236.45710660	6
chr10	45983583	45983973	chr10.45983583.45983973	2
chr10	46294314	46294984	chr10.46294314.46294984	9
chr10	46589469	46590135	chr10.46589469.46590135	3
chr10	46805976	46806495	chr10.46805976.46806495	3
chr10	47261103	47261870	chr10.47261103.47261870	5
chr10	47412775	47413341	chr10.47412775.47413341	4
chr10	47915719	47916657	chr10.47915719.47916657	6
chr10	48090733	48091219	chr10.48090733.48091219	4
chr10	48363560	48364013	chr10.48363560.48364013	2
chr10	48976236	48976706	chr10.48976236.48976706	4
chr10	49106532	49106945	chr10.49106532.49106945	2
chr10	49243023	49243664	chr10.49243023.49243664	9
chr10	49367616	49368109	chr10.49367616.49368109	4
chr10	51397662	51398168	chr10.51397662.51398168	3
chr10	51422614	51423074	chr10.51422614.51423074	2
chr10	51833033	51833484	chr10.51833033.51833484	1
chr10	51879194	51879803	chr10.51879194.51879803	4
chr10	51895214	51895670	chr10.51895214.51895670	3
chr10	52451803	52452326	chr10.52451803.52452326	2
chr10	52539417	52540068	chr10.52539417.52540068	4
chr10	52746313	52746656	chr10.52746313.52746656	3
chr10	55629790	55630252	chr10.55629790.55630252	2
chr10	57992692	57993189	chr10.57992692.57993189	3
chr10	58152786	58153225	chr10.58152786.58153225	4
chr10	58299505	58300029	chr10.58299505.58300029	1
chr10	58384130	58384573	chr10.58384130.58384573	5
chr10	58868821	58869530	chr10.58868821.58869530	4
chr10	59265213	59265640	chr10.59265213.59265640	7
chr10	59830646	59831085	chr10.59830646.59831085	1
chr10	60032782	60033255	chr10.60032782.60033255	1
chr10	60130058	60130548	chr10.60130058.60130548	4
chr10	60647207	60647696	chr10.60647207.60647696	5
chr10	60757559	60758020	chr10.60757559.60758020	3
chr10	60760804	60761183	chr10.60760804.60761183	1
chr10	60951244	60951854	chr10.60951244.60951854	7
chr10	61271478	61271933	chr10.61271478.61271933	1
chr10	62027939	62028746	chr10.62027939.62028746	3
chr10	62166854	62167322	chr10.62166854.62167322	4
chr10	62231267	62232166	chr10.62231267.62232166	3
chr10	62456513	62457026	chr10.62456513.62457026	1
chr10	63083878	63084470	chr10.63083878.63084470	3
chr10	63236358	63236935	chr10.63236358.63236935	3
chr10	63605605	63606070	chr10.63605605.63606070	4
chr10	63901251	63901688	chr10.63901251.63901688	2
chr10	64396064	64396694	chr10.64396064.64396694	2
chr10	64430789	64431191	chr10.64430789.64431191	1
chr10	65325970	65326336	chr10.65325970.65326336	1
chr10	67855628	67856094	chr10.67855628.67856094	7
chr10	68212772	68213300	chr10.68212772.68213300	8
chr10	68328271	68328926	chr10.68328271.68328926	5
chr10	68446205	68446666	chr10.68446205.68446666	2
chr10	68871085	68871856	chr10.68871085.68871856	4
chr10	69045260	69046086	chr10.69045260.69046086	5
chr10	69222215	69223196	chr10.69222215.69223196	8
chr10	69228997	69229974	chr10.69228997.69229974	2
chr10	69313086	69313600	chr10.69313086.69313600	6
chr10	69383453	69383946	chr10.69383453.69383946	3
chr10	69439927	69440665	chr10.69439927.69440665	5
chr10	69449646	69450386	chr10.69449646.69450386	3
chr10	69639119	69639773	chr10.69639119.69639773	5
chr10	69666021	69666349	chr10.69666021.69666349	4
chr10	69878000	69878524	chr10.69878000.69878524	1
chr10	69934806	69935526	chr10.69934806.69935526	5
chr10	70448334	70448729	chr10.70448334.70448729	4
chr10	70518696	70519189	chr10.70518696.70519189	3
chr10	70691894	70692398	chr10.70691894.70692398	3
chr10	71033436	71033844	chr10.71033436.71033844	4
chr10	71486431	71487080	chr10.71486431.71487080	4
chr10	71527100	71527717	chr10.71527100.71527717	6
chr10	71666872	71667931	chr10.71666872.71667931	5
chr10	71874746	71875193	chr10.71874746.71875193	5
chr10	72098631	72099348	chr10.72098631.72099348	4
chr10	72263718	72264270	chr10.72263718.72264270	1
chr10	73577729	73578422	chr10.73577729.73578422	3
chr10	73663649	73664250	chr10.73663649.73664250	5
chr10	73774727	73775148	chr10.73774727.73775148	2
chr10	73803800	73804464	chr10.73803800.73804464	2
chr10	73958556	73959065	chr10.73958556.73959065	2
chr10	73998735	74000236	chr10.73998735.74000236	3
chr10	74035369	74035853	chr10.74035369.74035853	2
chr10	74589244	74589888	chr10.74589244.74589888	2
chr10	74875945	74876440	chr10.74875945.74876440	1
chr10	74917407	74917993	chr10.74917407.74917993	2
chr10	75223570	75224053	chr10.75223570.75224053	4
chr10	75237499	75237897	chr10.75237499.75237897	2
chr10	75356583	75356996	chr10.75356583.75356996	1
chr10	75452058	75452607	chr10.75452058.75452607	4
chr10	76071593	76072282	chr10.76071593.76072282	4
chr10	76257844	76258286	chr10.76257844.76258286	1
chr10	77274030	77274498	chr10.77274030.77274498	3
chr10	77962354	77962799	chr10.77962354.77962799	3
chr10	78830441	78831113	chr10.78830441.78831113	7
chr10	78924282	78924715	chr10.78924282.78924715	1
chr10	79105218	79105880	chr10.79105218.79105880	2
chr10	79323150	79323725	chr10.79323150.79323725	3
chr10	80110201	80110551	chr10.80110201.80110551	1
chr10	82811677	82812095	chr10.82811677.82812095	1
chr10	84008797	84009293	chr10.84008797.84009293	5
chr10	84429927	84430448	chr10.84429927.84430448	1
chr10	84552519	84552964	chr10.84552519.84552964	3
chr10	84567266	84568246	chr10.84567266.84568246	3
chr10	84825372	84825836	chr10.84825372.84825836	2
chr10	86410541	86410923	chr10.86410541.86410923	1
chr10	86681014	86681576	chr10.86681014.86681576	3
chr10	86759008	86759478	chr10.86759008.86759478	1
chr10	86793773	86794206	chr10.86793773.86794206	1
chr10	86868299	86868904	chr10.86868299.86868904	4
chr10	87055001	87055442	chr10.87055001.87055442	3
chr10	87134421	87135006	chr10.87134421.87135006	8
chr10	87586148	87586705	chr10.87586148.87586705	3
chr10	87635571	87636292	chr10.87635571.87636292	5
chr10	88004497	88004984	chr10.88004497.88004984	3
chr10	88131638	88132685	chr10.88131638.88132685	7
chr10	88901549	88902141	chr10.88901549.88902141	2
chr10	88952650	88953191	chr10.88952650.88953191	3
chr10	90621566	90622080	chr10.90621566.90622080	4
chr10	90960320	90961015	chr10.90960320.90961015	3
chr10	91127345	91127811	chr10.91127345.91127811	2
chr10	91251484	91251945	chr10.91251484.91251945	4
chr10	91690479	91690919	chr10.91690479.91690919	2
chr10	92692208	92692799	chr10.92692208.92692799	2
chr10	92729839	92730335	chr10.92729839.92730335	1
chr10	92843000	92843642	chr10.92843000.92843642	2
chr10	93088558	93088932	chr10.93088558.93088932	1
chr10	93220763	93221432	chr10.93220763.93221432	3
chr10	93383516	93384521	chr10.93383516.93384521	7
chr10	93406414	93406751	chr10.93406414.93406751	3
chr10	93442396	93442781	chr10.93442396.93442781	4
chr10	93749077	93749836	chr10.93749077.93749836	2
chr10	93815333	93815767	chr10.93815333.93815767	2
chr10	94320298	94320873	chr10.94320298.94320873	4
chr10	95196026	95196537	chr10.95196026.95196537	2
chr10	95374577	95375147	chr10.95374577.95375147	2
chr10	95411739	95412187	chr10.95411739.95412187	2
chr10	95422130	95423091	chr10.95422130.95423091	5
chr10	95559363	95560044	chr10.95559363.95560044	3
chr10	95664480	95665017	chr10.95664480.95665017	1
chr10	96222431	96223017	chr10.96222431.96223017	2
chr10	96280856	96281280	chr10.96280856.96281280	2
chr10	96417367	96417880	chr10.96417367.96417880	4
chr10	97067072	97067550	chr10.97067072.97067550	4
chr10	97529776	97530309	chr10.97529776.97530309	2
chr10	97774708	97775477	chr10.97774708.97775477	4
chr10	97854750	97855261	chr10.97854750.97855261	1
chr10	98045727	98046306	chr10.98045727.98046306	1
chr10	98055789	98056463	chr10.98055789.98056463	4
chr10	98419669	98420192	chr10.98419669.98420192	1
chr10	99292179	99292660	chr10.99292179.99292660	1
chr10	99393104	99393553	chr10.99393104.99393553	3
chr10	99395633	99396920	chr10.99395633.99396920	7
chr10	99522611	99524186	chr10.99522611.99524186	5
chr10	99782405	99782959	chr10.99782405.99782959	2
chr10	99834344	99834977	chr10.99834344.99834977	1
chr10	100019902	100020333	chr10.100019902.100020333	4
chr10	100020365	100021399	chr10.100020365.100021399	6
chr10	100111782	100112271	chr10.100111782.100112271	2
chr10	100303705	100304226	chr10.100303705.100304226	2
chr10	100683684	100684498	chr10.100683684.100684498	2
chr10	100706297	100706798	chr10.100706297.100706798	1
chr10	101001200	101001952	chr10.101001200.101001952	3
chr10	101120855	101121440	chr10.101120855.101121440	5
chr10	102127972	102128382	chr10.102127972.102128382	2
chr10	102347218	102347854	chr10.102347218.102347854	3
chr10	102361698	102362221	chr10.102361698.102362221	4
chr10	102540151	102540500	chr10.102540151.102540500	2
chr10	103121386	103121913	chr10.103121386.103121913	4
chr10	103442009	103442478	chr10.103442009.103442478	1
chr10	103490576	103491226	chr10.103490576.103491226	4
chr10	103563943	103564594	chr10.103563943.103564594	6
chr10	103917338	103919066	chr10.103917338.103919066	7
chr10	104067486	104067951	chr10.104067486.104067951	1
chr10	104085682	104086482	chr10.104085682.104086482	4
chr10	104277820	104278205	chr10.104277820.104278205	1
chr10	104415479	104416057	chr10.104415479.104416057	9
chr10	104435856	104436302	chr10.104435856.104436302	3
chr10	104441614	104442031	chr10.104441614.104442031	2
chr10	104445371	104445933	chr10.104445371.104445933	3
chr10	104472601	104472982	chr10.104472601.104472982	2
chr10	104485764	104486061	chr10.104485764.104486061	2
chr10	104546802	104547179	chr10.104546802.104547179	6
chr10	106708571	106709012	chr10.106708571.106709012	1
chr10	107144524	107144953	chr10.107144524.107144953	1
chr10	107264795	107265227	chr10.107264795.107265227	9
chr10	110067973	110068578	chr10.110067973.110068578	7
chr10	110171116	110171470	chr10.110171116.110171470	4
chr10	110224308	110224716	chr10.110224308.110224716	3
chr10	110372713	110373610	chr10.110372713.110373610	7
chr10	110528979	110529360	chr10.110528979.110529360	3
chr10	110553981	110554428	chr10.110553981.110554428	2
chr10	110739867	110740440	chr10.110739867.110740440	3
chr10	110858224	110858703	chr10.110858224.110858703	2
chr10	112307771	112308504	chr10.112307771.112308504	5
chr10	112455907	112456255	chr10.112455907.112456255	1
chr10	112585104	112585515	chr10.112585104.112585515	1
chr10	112755760	112756205	chr10.112755760.112756205	2
chr10	112801064	112801463	chr10.112801064.112801463	3
chr10	112912526	112913190	chr10.112912526.112913190	1
chr10	112958326	112958840	chr10.112958326.112958840	1
chr10	113069572	113070127	chr10.113069572.113070127	1
chr10	113073538	113074560	chr10.113073538.113074560	4
chr10	113132755	113133159	chr10.113132755.113133159	2
chr10	113158274	113158655	chr10.113158274.113158655	1
chr10	113735898	113736361	chr10.113735898.113736361	1
chr10	113799562	113800104	chr10.113799562.113800104	1
chr10	114103285	114103808	chr10.114103285.114103808	5
chr10	114163507	114164065	chr10.114163507.114164065	1
chr10	114301059	114301658	chr10.114301059.114301658	5
chr10	114696935	114697817	chr10.114696935.114697817	9
chr10	114874989	114875408	chr10.114874989.114875408	2
chr10	115799437	115799952	chr10.115799437.115799952	3
chr10	116056931	116057467	chr10.116056931.116057467	4
chr10	116170923	116171361	chr10.116170923.116171361	1
chr10	116269057	116269514	chr10.116269057.116269514	2
chr10	116287941	116288453	chr10.116287941.116288453	4
chr10	117202398	117202921	chr10.117202398.117202921	4
chr10	117532609	117533148	chr10.117532609.117533148	4
chr10	117710203	117710711	chr10.117710203.117710711	1
chr10	118259294	118259805	chr10.118259294.118259805	5
chr10	118668607	118668999	chr10.118668607.118668999	2
chr10	118799830	118800267	chr10.118799830.118800267	1
chr10	118950133	118950864	chr10.118950133.118950864	8
chr10	119202980	119203465	chr10.119202980.119203465	6
chr10	119291205	119291597	chr10.119291205.119291597	5
chr10	119419178	119419561	chr10.119419178.119419561	2
chr10	119441452	119441933	chr10.119441452.119441933	2
chr10	119498917	119499394	chr10.119498917.119499394	2
chr10	119602516	119603120	chr10.119602516.119603120	1
chr10	119704013	119704992	chr10.119704013.119704992	5
chr10	119734918	119735409	chr10.119734918.119735409	1
chr10	119973271	119973817	chr10.119973271.119973817	7
chr10	120336907	120337413	chr10.120336907.120337413	1
chr10	120505938	120506299	chr10.120505938.120506299	2
chr10	121092325	121093179	chr10.121092325.121093179	6
chr10	121104413	121105116	chr10.121104413.121105116	3
chr10	121168897	121169235	chr10.121168897.121169235	1
chr10	121289357	121289814	chr10.121289357.121289814	3
chr10	121323510	121323927	chr10.121323510.121323927	1
chr10	121325864	121326397	chr10.121325864.121326397	7
chr10	121497525	121497961	chr10.121497525.121497961	3
chr10	121621705	121622153	chr10.121621705.121622153	3
chr10	121886993	121887515	chr10.121886993.121887515	4
chr10	121942713	121943384	chr10.121942713.121943384	2
chr10	122170668	122171562	chr10.122170668.122171562	6
chr10	122255139	122255624	chr10.122255139.122255624	2
chr10	122279623	122280249	chr10.122279623.122280249	7
chr10	122525845	122526219	chr10.122525845.122526219	1
chr10	122567065	122567578	chr10.122567065.122567578	1
chr10	123103785	123104574	chr10.123103785.123104574	5
chr10	123397919	123398760	chr10.123397919.123398760	4
chr10	123553004	123553660	chr10.123553004.123553660	2
chr10	123655752	123656298	chr10.123655752.123656298	2
chr10	124095150	124095683	chr10.124095150.124095683	3
chr10	124320720	124321254	chr10.124320720.124321254	8
chr10	124436173	124436862	chr10.124436173.124436862	2
chr10	124697756	124698550	chr10.124697756.124698550	4
chr10	124724540	124725369	chr10.124724540.124725369	2
chr10	124827579	124827977	chr10.124827579.124827977	4
chr10	125035083	125035909	chr10.125035083.125035909	2
chr10	125038642	125039111	chr10.125038642.125039111	2
chr10	125406969	125407706	chr10.125406969.125407706	4
chr10	125795177	125795775	chr10.125795177.125795775	4
chr10	126634903	126635457	chr10.126634903.126635457	7
chr10	127553943	127554300	chr10.127553943.127554300	5
chr10	127872936	127873392	chr10.127872936.127873392	3
chr10	128530380	128530758	chr10.128530380.128530758	7
chr10	129275068	129275568	chr10.129275068.129275568	3
chr10	129955935	129956785	chr10.129955935.129956785	5
chr10	129993643	129994091	chr10.129993643.129994091	4
chr10	130138327	130138965	chr10.130138327.130138965	5
chr10	131943196	131943894	chr10.131943196.131943894	2
chr10	132101494	132101965	chr10.132101494.132101965	4
chr10	132219499	132219909	chr10.132219499.132219909	7
chr10	132354730	132355263	chr10.132354730.132355263	2
chr10	132434336	132434910	chr10.132434336.132434910	4
chr10	132455274	132456108	chr10.132455274.132456108	9
chr10	132642753	132643245	chr10.132642753.132643245	2
chr10	132684514	132684927	chr10.132684514.132684927	3
chr10	132808337	132809251	chr10.132808337.132809251	8
chr10	132844252	132844656	chr10.132844252.132844656	5
chr10	132998096	132998668	chr10.132998096.132998668	5
chr10	133143925	133144518	chr10.133143925.133144518	14
chr10	133249417	133249840	chr10.133249417.133249840	7
chr10	133265812	133266420	chr10.133265812.133266420	7
chr10	133318407	133319255	chr10.133318407.133319255	15
chr11	192092	192499	chr11.192092.192499	2
chr11	320788	321247	chr11.320788.321247	7
chr11	509087	509535	chr11.509087.509535	2
chr11	565099	565442	chr11.565099.565442	3
chr11	586356	586879	chr11.586356.586879	4
chr11	627950	629064	chr11.627950.629064	21
chr11	743742	744412	chr11.743742.744412	3
chr11	791353	791965	chr11.791353.791965	7
chr11	852478	853134	chr11.852478.853134	6
chr11	880495	880882	chr11.880495.880882	2
chr11	966537	966983	chr11.966537.966983	3
chr11	1114735	1115373	chr11.1114735.1115373	4
chr11	1310909	1311605	chr11.1310909.1311605	4
chr11	1486006	1487118	chr11.1486006.1487118	15
chr11	1607141	1607610	chr11.1607141.1607610	5
chr11	1828982	1829635	chr11.1828982.1829635	8
chr11	1850582	1851244	chr11.1850582.1851244	5
chr11	2173189	2173769	chr11.2173189.2173769	7
chr11	2190736	2191175	chr11.2190736.2191175	1
chr11	2213546	2213868	chr11.2213546.2213868	2
chr11	2398780	2399336	chr11.2398780.2399336	3
chr11	2427257	2427670	chr11.2427257.2427670	4
chr11	2533653	2534712	chr11.2533653.2534712	7
chr11	2576569	2576954	chr11.2576569.2576954	2
chr11	2577638	2578033	chr11.2577638.2578033	3
chr11	2739250	2739634	chr11.2739250.2739634	3
chr11	2772658	2773245	chr11.2772658.2773245	4
chr11	2839186	2840115	chr11.2839186.2840115	3
chr11	2867442	2868179	chr11.2867442.2868179	2
chr11	2951323	2951653	chr11.2951323.2951653	1
chr11	2991454	2993298	chr11.2991454.2993298	8
chr11	3037077	3038101	chr11.3037077.3038101	10
chr11	3093279	3093674	chr11.3093279.3093674	3
chr11	3110000	3110574	chr11.3110000.3110574	7
chr11	3401098	3401415	chr11.3401098.3401415	7
chr11	3826617	3827349	chr11.3826617.3827349	3
chr11	3949124	3949577	chr11.3949124.3949577	1
chr11	3951346	3951755	chr11.3951346.3951755	3
chr11	3954525	3954935	chr11.3954525.3954935	3
chr11	3996078	3996451	chr11.3996078.3996451	3
chr11	4203694	4204056	chr11.4203694.4204056	3
chr11	5129519	5129830	chr11.5129519.5129830	1
chr11	6238903	6239287	chr11.6238903.6239287	2
chr11	6440889	6441250	chr11.6440889.6441250	1
chr11	7077132	7077587	chr11.7077132.7077587	1
chr11	7098334	7098760	chr11.7098334.7098760	2
chr11	7272466	7272826	chr11.7272466.7272826	2
chr11	7353048	7353575	chr11.7353048.7353575	3
chr11	7525517	7525946	chr11.7525517.7525946	1
chr11	7594998	7595407	chr11.7594998.7595407	1
chr11	7595493	7595849	chr11.7595493.7595849	2
chr11	8025926	8026344	chr11.8025926.8026344	4
chr11	8167852	8168192	chr11.8167852.8168192	1
chr11	8192551	8193129	chr11.8192551.8193129	5
chr11	8265690	8266033	chr11.8265690.8266033	1
chr11	8330064	8330530	chr11.8330064.8330530	2
chr11	8333226	8334774	chr11.8333226.8334774	8
chr11	8533343	8533719	chr11.8533343.8533719	4
chr11	8566706	8567025	chr11.8566706.8567025	3
chr11	8765344	8765736	chr11.8765344.8765736	4
chr11	8932950	8933373	chr11.8932950.8933373	2
chr11	8937214	8937652	chr11.8937214.8937652	4
chr11	9280779	9281164	chr11.9280779.9281164	3
chr11	9362360	9362696	chr11.9362360.9362696	2
chr11	9529172	9529774	chr11.9529172.9529774	4
chr11	9689217	9689703	chr11.9689217.9689703	3
chr11	9922689	9923341	chr11.9922689.9923341	6
chr11	9943366	9944287	chr11.9943366.9944287	8
chr11	10155954	10156525	chr11.10155954.10156525	8
chr11	10453295	10453769	chr11.10453295.10453769	1
chr11	10568540	10569036	chr11.10568540.10569036	2
chr11	10623340	10623763	chr11.10623340.10623763	2
chr11	10657447	10658388	chr11.10657447.10658388	7
chr11	10728301	10728653	chr11.10728301.10728653	3
chr11	10893862	10894286	chr11.10893862.10894286	1
chr11	11065309	11065833	chr11.11065309.11065833	4
chr11	11155861	11156544	chr11.11155861.11156544	5
chr11	11157214	11157625	chr11.11157214.11157625	1
chr11	11218356	11219039	chr11.11218356.11219039	3
chr11	11400882	11401284	chr11.11400882.11401284	3
chr11	11510887	11511452	chr11.11510887.11511452	2
chr11	11514175	11514631	chr11.11514175.11514631	2
chr11	11519230	11519644	chr11.11519230.11519644	4
chr11	11849251	11849656	chr11.11849251.11849656	1
chr11	12079988	12080721	chr11.12079988.12080721	5
chr11	12134336	12134738	chr11.12134336.12134738	5
chr11	12175640	12176481	chr11.12175640.12176481	7
chr11	12178975	12179487	chr11.12178975.12179487	4
chr11	12224456	12225049	chr11.12224456.12225049	4
chr11	12249462	12250188	chr11.12249462.12250188	2
chr11	12587616	12588139	chr11.12587616.12588139	2
chr11	13120698	13121156	chr11.13120698.13121156	3
chr11	13183150	13184039	chr11.13183150.13184039	10
chr11	13210359	13210827	chr11.13210359.13210827	2
chr11	13215145	13215585	chr11.13215145.13215585	3
chr11	13289160	13289542	chr11.13289160.13289542	2
chr11	13337907	13338858	chr11.13337907.13338858	9
