chr	start	end	name	mutation_count
chr10	94287391	94287781	chr10.94287391.94287781	1
chr10	95628796	95629288	chr10.95628796.95629288	2
chr10	95905957	95906342	chr10.95905957.95906342	1
chr10	96789508	96790063	chr10.96789508.96790063	4
chr10	96997103	96997679	chr10.96997103.96997679	5
chr10	97347349	97347872	chr10.97347349.97347872	5
chr10	97428419	97429180	chr10.97428419.97429180	5
chr10	97479398	97479886	chr10.97479398.97479886	1
chr10	97584002	97584593	chr10.97584002.97584593	3
chr10	97724256	97725041	chr10.97724256.97725041	5
chr10	98259914	98260600	chr10.98259914.98260600	10
chr10	100333940	100335223	chr10.100333940.100335223	12
chr10	100697067	100697580	chr10.100697067.100697580	1
chr10	100847264	100848154	chr10.100847264.100848154	3
chr10	102324055	102324583	chr10.102324055.102324583	3
chr10	102625328	102625913	chr10.102625328.102625913	6
chr10	102760566	102760989	chr10.102760566.102760989	2
chr10	102766847	102767331	chr10.102766847.102767331	4
chr10	103402113	103402493	chr10.103402113.103402493	1
chr10	103452988	103453388	chr10.103452988.103453388	1
chr10	104795876	104796268	chr10.104795876.104796268	2
chr10	106765358	106765849	chr10.106765358.106765849	4
chr10	110790161	110790634	chr10.110790161.110790634	1
chr10	111113872	111114292	chr10.111113872.111114292	1
chr10	111775632	111776067	chr10.111775632.111776067	4
chr10	112232634	112233146	chr10.112232634.112233146	6
chr10	112743297	112743754	chr10.112743297.112743754	5
chr10	113820341	113821179	chr10.113820341.113821179	11
chr10	113825354	113825654	chr10.113825354.113825654	5
chr10	116778208	116778626	chr10.116778208.116778626	3
chr10	117262865	117263473	chr10.117262865.117263473	2
chr10	118983462	118983872	chr10.118983462.118983872	5
chr10	119149775	119150239	chr10.119149775.119150239	3
chr10	119395113	119395782	chr10.119395113.119395782	3
chr10	119416020	119416666	chr10.119416020.119416666	11
chr10	120011320	120012081	chr10.120011320.120012081	12
chr10	120143772	120144156	chr10.120143772.120144156	3
chr10	122282282	122282904	chr10.122282282.122282904	4
chr10	122300986	122301684	chr10.122300986.122301684	6
chr10	122368475	122369042	chr10.122368475.122369042	5
chr10	122498510	122498912	chr10.122498510.122498912	2
chr10	123451654	123452055	chr10.123451654.123452055	5
chr10	124106135	124106771	chr10.124106135.124106771	7
chr10	124307621	124308278	chr10.124307621.124308278	9
chr10	124602968	124603439	chr10.124602968.124603439	6
chr10	124733245	124733613	chr10.124733245.124733613	1
chr10	126049692	126050226	chr10.126049692.126050226	6
chr10	126651797	126652157	chr10.126651797.126652157	3
chr10	127866269	127866771	chr10.127866269.127866771	3
chr10	127916880	127917291	chr10.127916880.127917291	4
chr10	129320432	129320866	chr10.129320432.129320866	2
chr10	129463397	129463818	chr10.129463397.129463818	5
chr10	131973114	131973756	chr10.131973114.131973756	4
chr10	132304233	132305169	chr10.132304233.132305169	7
chr10	132389955	132390366	chr10.132389955.132390366	4
chr10	132849052	132849448	chr10.132849052.132849448	8
chr10	132940372	132940775	chr10.132940372.132940775	6
chr10	133226924	133227340	chr10.133226924.133227340	3
chr11	875277	875629	chr11.875277.875629	4
chr11	1005537	1006492	chr11.1005537.1006492	14
chr11	1060839	1061280	chr11.1060839.1061280	9
chr11	1150732	1151585	chr11.1150732.1151585	11
chr11	1833086	1833515	chr11.1833086.1833515	4
chr11	2263136	2263671	chr11.2263136.2263671	5
chr11	2293644	2294796	chr11.2293644.2294796	11
chr11	3006638	3007415	chr11.3006638.3007415	16
chr11	3016859	3017297	chr11.3016859.3017297	2
chr11	3058682	3059194	chr11.3058682.3059194	3
chr11	3157152	3158049	chr11.3157152.3158049	7
chr11	3421474	3422174	chr11.3421474.3422174	7
chr11	3810394	3811286	chr11.3810394.3811286	6
chr11	7181512	7181960	chr11.7181512.7181960	4
chr11	7418145	7418489	chr11.7418145.7418489	5
chr11	9029279	9029954	chr11.9029279.9029954	4
chr11	9093225	9094082	chr11.9093225.9094082	3
chr11	9604040	9604415	chr11.9604040.9604415	4
chr11	9619976	9620575	chr11.9619976.9620575	1
chr11	11036140	11036791	chr11.11036140.11036791	2
chr11	11701140	11701579	chr11.11701140.11701579	2
chr11	12497613	12497953	chr11.12497613.12497953	2
chr11	12671374	12671868	chr11.12671374.12671868	4
chr11	13126346	13126992	chr11.13126346.13126992	4
chr11	15865062	15865934	chr11.15865062.15865934	6
chr11	15965123	15966263	chr11.15965123.15966263	7
chr11	17604690	17605072	chr11.17604690.17605072	3
chr11	18277587	18277976	chr11.18277587.18277976	3
chr11	18412059	18412626	chr11.18412059.18412626	4
chr11	18668507	18668993	chr11.18668507.18668993	2
chr11	18771665	18772196	chr11.18771665.18772196	4
chr11	19941587	19941985	chr11.19941587.19941985	5
chr11	20108735	20109126	chr11.20108735.20109126	3
chr11	27204571	27205013	chr11.27204571.27205013	2
chr11	29623116	29623596	chr11.29623116.29623596	3
chr11	31865283	31865703	chr11.31865283.31865703	2
chr11	32300048	32300413	chr11.32300048.32300413	3
chr11	34182587	34182918	chr11.34182587.34182918	5
chr11	34655008	34655906	chr11.34655008.34655906	4
chr11	34837407	34837865	chr11.34837407.34837865	2
chr11	35804519	35805032	chr11.35804519.35805032	4
chr11	36069865	36070340	chr11.36069865.36070340	4
chr11	37504941	37505454	chr11.37504941.37505454	5
chr11	43278615	43279174	chr11.43278615.43279174	4
chr11	43802611	43802974	chr11.43802611.43802974	1
chr11	43936103	43936592	chr11.43936103.43936592	5
chr11	44572834	44573389	chr11.44572834.44573389	3
chr11	44613235	44613721	chr11.44613235.44613721	6
chr11	44709999	44710487	chr11.44709999.44710487	6
chr11	44766194	44766729	chr11.44766194.44766729	2
chr11	44780841	44781401	chr11.44780841.44781401	8
chr11	45842071	45842501	chr11.45842071.45842501	2
chr11	46295327	46296096	chr11.46295327.46296096	5
chr11	47189248	47189851	chr11.47189248.47189851	4
chr11	47446283	47446743	chr11.47446283.47446743	2
chr11	47920455	47920818	chr11.47920455.47920818	2
chr11	48900822	48901254	chr11.48900822.48901254	12
chr11	50037211	50037827	chr11.50037211.50037827	4
chr11	50267811	50268314	chr11.50267811.50268314	7
chr11	60810556	60811214	chr11.60810556.60811214	4
chr11	61281300	61282152	chr11.61281300.61282152	6
chr11	61871996	61873021	chr11.61871996.61873021	4
chr11	62020688	62021125	chr11.62020688.62021125	1
chr11	63510407	63510867	chr11.63510407.63510867	6
chr11	65253981	65254400	chr11.65253981.65254400	3
chr11	65529992	65530694	chr11.65529992.65530694	2
chr11	65625109	65625566	chr11.65625109.65625566	2
chr11	65808822	65809805	chr11.65808822.65809805	5
chr11	66145147	66145563	chr11.66145147.66145563	2
chr11	66176714	66177110	chr11.66176714.66177110	2
chr11	67787768	67788881	chr11.67787768.67788881	21
chr11	68978663	68979182	chr11.68978663.68979182	1
chr11	69393911	69395086	chr11.69393911.69395086	4
chr11	69466995	69467778	chr11.69466995.69467778	8
chr11	69551901	69552542	chr11.69551901.69552542	5
chr11	69706032	69706901	chr11.69706032.69706901	6
chr11	69932041	69932431	chr11.69932041.69932431	2
chr11	70080650	70081313	chr11.70080650.70081313	1
chr11	70457266	70457672	chr11.70457266.70457672	5
chr11	70576742	70577360	chr11.70576742.70577360	10
chr11	72758160	72759018	chr11.72758160.72759018	7
chr11	73356898	73357441	chr11.73356898.73357441	2
chr11	73941965	73942511	chr11.73941965.73942511	3
chr11	76284217	76284755	chr11.76284217.76284755	2
chr11	77088513	77089271	chr11.77088513.77089271	6
chr11	77647824	77648362	chr11.77647824.77648362	1
chr11	78036987	78037691	chr11.78036987.78037691	6
chr11	79081697	79082188	chr11.79081697.79082188	4
chr11	86314668	86315209	chr11.86314668.86315209	2
chr11	86775397	86775913	chr11.86775397.86775913	4
chr11	87173725	87174108	chr11.87173725.87174108	4
chr11	87696714	87697135	chr11.87696714.87697135	1
chr11	88405338	88405762	chr11.88405338.88405762	3
chr11	88414376	88414989	chr11.88414376.88414989	3
chr11	90434889	90435299	chr11.90434889.90435299	1
chr11	93224470	93224796	chr11.93224470.93224796	2
chr11	93969530	93969982	chr11.93969530.93969982	3
chr11	100821131	100821665	chr11.100821131.100821665	2
chr11	102237092	102237706	chr11.102237092.102237706	6
chr11	102284032	102284547	chr11.102284032.102284547	4
chr11	102573934	102574465	chr11.102573934.102574465	5
chr11	103339112	103339592	chr11.103339112.103339592	8
chr11	104134725	104135138	chr11.104134725.104135138	3
chr11	107780792	107781325	chr11.107780792.107781325	3
chr11	108699240	108699825	chr11.108699240.108699825	8
chr11	109859375	109859759	chr11.109859375.109859759	4
chr11	111307504	111307965	chr11.111307504.111307965	2
chr11	111960846	111961362	chr11.111960846.111961362	7
chr11	114354115	114354559	chr11.114354115.114354559	2
chr11	114478840	114479225	chr11.114478840.114479225	5
chr11	115201355	115201737	chr11.115201355.115201737	1
chr11	115360459	115360913	chr11.115360459.115360913	5
chr11	118068397	118069291	chr11.118068397.118069291	8
chr11	118071342	118071781	chr11.118071342.118071781	3
chr11	119157027	119157613	chr11.119157027.119157613	7
chr11	120226681	120227232	chr11.120226681.120227232	1
chr11	120606283	120606708	chr11.120606283.120606708	2
chr11	120929629	120930071	chr11.120929629.120930071	3
chr11	122628982	122629366	chr11.122628982.122629366	4
chr11	122649158	122649487	chr11.122649158.122649487	2
chr11	122668800	122669378	chr11.122668800.122669378	5
chr11	123315998	123316416	chr11.123315998.123316416	5
chr11	124145003	124145398	chr11.124145003.124145398	2
chr11	124612625	124613169	chr11.124612625.124613169	1
chr11	125750672	125751092	chr11.125750672.125751092	3
chr11	126109889	126110802	chr11.126109889.126110802	10
chr11	126867260	126867792	chr11.126867260.126867792	3
chr11	129312630	129313377	chr11.129312630.129313377	7
chr11	129423475	129423910	chr11.129423475.129423910	5
chr11	130095415	130095823	chr11.130095415.130095823	2
chr11	130166370	130166992	chr11.130166370.130166992	4
chr11	130194035	130194697	chr11.130194035.130194697	1
chr11	131640402	131640793	chr11.131640402.131640793	2
chr11	131677093	131677530	chr11.131677093.131677530	3
chr11	132025341	132025840	chr11.132025341.132025840	1
chr11	132962068	132962658	chr11.132962068.132962658	3
chr11	133064131	133064584	chr11.133064131.133064584	13
chr11	133104131	133104561	chr11.133104131.133104561	2
chr11	133964453	133965295	chr11.133964453.133965295	4
chr11	133967277	133967834	chr11.133967277.133967834	10
chr11	134427928	134428355	chr11.134427928.134428355	3
chr12	119461	119886	chr12.119461.119886	6
chr12	176292	177253	chr12.176292.177253	10
chr12	352389	352904	chr12.352389.352904	1
chr12	529065	529648	chr12.529065.529648	6
chr12	666696	667395	chr12.666696.667395	6
chr12	998243	998938	chr12.998243.998938	4
chr12	1103147	1103531	chr12.1103147.1103531	7
chr12	2944553	2945129	chr12.2944553.2945129	12
chr12	3136029	3136669	chr12.3136029.3136669	10
chr12	3158803	3159459	chr12.3158803.3159459	11
chr12	3326003	3326942	chr12.3326003.3326942	8
chr12	3625277	3625673	chr12.3625277.3625673	3
chr12	4911573	4912029	chr12.4911573.4912029	2
chr12	5099194	5099632	chr12.5099194.5099632	6
chr12	5507080	5507464	chr12.5507080.5507464	5
chr12	6038096	6038599	chr12.6038096.6038599	2
chr12	6041943	6042840	chr12.6041943.6042840	13
chr12	6087711	6088104	chr12.6087711.6088104	2
chr12	6369939	6370355	chr12.6369939.6370355	2
chr12	6691574	6692099	chr12.6691574.6692099	5
chr12	7072099	7072547	chr12.7072099.7072547	3
chr12	7628792	7629119	chr12.7628792.7629119	2
chr12	7826486	7826879	chr12.7826486.7826879	6
chr12	8099890	8100209	chr12.8099890.8100209	3
chr12	8562410	8562768	chr12.8562410.8562768	6
chr12	9074165	9074497	chr12.9074165.9074497	2
chr12	11622817	11623436	chr12.11622817.11623436	3
chr12	11813380	11813713	chr12.11813380.11813713	2
chr12	12031968	12032822	chr12.12031968.12032822	8
chr12	12918847	12919330	chr12.12918847.12919330	5
chr12	13229389	13229903	chr12.13229389.13229903	1
chr12	14327726	14328240	chr12.14327726.14328240	2
chr12	14986540	14986969	chr12.14986540.14986969	5
chr12	15050645	15051162	chr12.15050645.15051162	3
chr12	15185329	15185687	chr12.15185329.15185687	1
chr12	17030348	17030733	chr12.17030348.17030733	2
chr12	18749611	18749945	chr12.18749611.18749945	3
chr12	18837054	18837439	chr12.18837054.18837439	3
chr12	19369675	19370315	chr12.19369675.19370315	4
chr12	22069904	22070800	chr12.22069904.22070800	3
chr12	22231946	22232349	chr12.22231946.22232349	6
chr12	24554985	24555411	chr12.24554985.24555411	1
chr12	25352185	25352706	chr12.25352185.25352706	2
chr12	27397897	27398229	chr12.27397897.27398229	2
chr12	30989630	30990309	chr12.30989630.30990309	5
chr12	31481515	31481914	chr12.31481515.31481914	1
chr12	32051519	32052188	chr12.32051519.32052188	5
chr12	32440584	32441032	chr12.32440584.32441032	3
chr12	33310215	33310627	chr12.33310215.33310627	8
chr12	37566120	37566505	chr12.37566120.37566505	1
chr12	37567138	37567781	chr12.37567138.37567781	4
chr12	42442316	42442940	chr12.42442316.42442940	5
chr12	42969286	42969813	chr12.42969286.42969813	4
chr12	46446670	46447161	chr12.46446670.46447161	7
chr12	46452848	46453239	chr12.46452848.46453239	1
chr12	46771539	46771937	chr12.46771539.46771937	4
chr12	47155958	47156283	chr12.47155958.47156283	1
chr12	47177044	47177623	chr12.47177044.47177623	1
chr12	47388779	47389216	chr12.47388779.47389216	9
chr12	47551385	47551976	chr12.47551385.47551976	1
chr12	48062059	48062417	chr12.48062059.48062417	2
chr12	49844728	49845347	chr12.49844728.49845347	6
chr12	49972210	49972643	chr12.49972210.49972643	6
chr12	50633990	50634519	chr12.50633990.50634519	6
chr12	52145108	52145841	chr12.52145108.52145841	7
chr12	53338199	53338587	chr12.53338199.53338587	1
chr12	53753175	53753637	chr12.53753175.53753637	2
chr12	53814013	53814442	chr12.53814013.53814442	3
chr12	54870631	54871125	chr12.54870631.54871125	6
chr12	54890421	54890815	chr12.54890421.54890815	2
chr12	55642132	55643188	chr12.55642132.55643188	8
chr12	55893338	55893820	chr12.55893338.55893820	3
chr12	56071680	56072238	chr12.56071680.56072238	3
chr12	56087265	56087695	chr12.56087265.56087695	4
chr12	56407138	56407477	chr12.56407138.56407477	2
chr12	56408819	56409232	chr12.56408819.56409232	5
chr12	57604607	57605544	chr12.57604607.57605544	3
chr12	62772583	62773044	chr12.62772583.62773044	2
chr12	63387352	63387736	chr12.63387352.63387736	1
chr12	64903752	64904313	chr12.64903752.64904313	5
chr12	66025382	66026023	chr12.66025382.66026023	1
chr12	68980750	68981355	chr12.68980750.68981355	2
chr12	70646906	70647347	chr12.70646906.70647347	2
chr12	76879572	76880025	chr12.76879572.76880025	3
chr12	79087462	79087797	chr12.79087462.79087797	6
chr12	85156616	85157058	chr12.85156616.85157058	3
chr12	89539484	89539900	chr12.89539484.89539900	3
chr12	92049496	92050000	chr12.92049496.92050000	7
chr12	92078086	92078584	chr12.92078086.92078584	4
chr12	93448757	93449363	chr12.93448757.93449363	4
chr12	93982938	93983627	chr12.93982938.93983627	3
chr12	96131237	96131699	chr12.96131237.96131699	7
chr12	98291868	98292289	chr12.98291868.98292289	5
chr12	98475156	98475888	chr12.98475156.98475888	4
chr12	102013292	102013704	chr12.102013292.102013704	2
chr12	102879108	102879647	chr12.102879108.102879647	3
chr12	104230720	104231437	chr12.104230720.104231437	9
chr12	104303477	104304304	chr12.104303477.104304304	4
chr12	105219719	105220211	chr12.105219719.105220211	3
chr12	106197960	106198372	chr12.106197960.106198372	4
chr12	107436155	107437005	chr12.107436155.107437005	6
chr12	109440333	109440855	chr12.109440333.109440855	2
chr12	110932084	110932536	chr12.110932084.110932536	5
chr12	111096013	111096549	chr12.111096013.111096549	5
chr12	112992832	112993197	chr12.112992832.112993197	1
chr12	113247050	113247730	chr12.113247050.113247730	7
chr12	113286140	113286728	chr12.113286140.113286728	1
chr12	113322233	113322833	chr12.113322233.113322833	3
chr12	113867144	113867712	chr12.113867144.113867712	8
chr12	113874726	113876143	chr12.113874726.113876143	10
chr12	113896169	113896711	chr12.113896169.113896711	4
chr12	115617475	115617861	chr12.115617475.115617861	5
chr12	115755745	115756151	chr12.115755745.115756151	4
chr12	116299049	116299530	chr12.116299049.116299530	5
chr12	116542553	116543114	chr12.116542553.116543114	4
chr12	116611224	116611660	chr12.116611224.116611660	3
chr12	117125020	117125695	chr12.117125020.117125695	5
chr12	117832922	117833539	chr12.117832922.117833539	8
chr12	117863378	117863903	chr12.117863378.117863903	1
chr12	120474650	120475091	chr12.120474650.120475091	2
chr12	121491016	121491503	chr12.121491016.121491503	4
chr12	121788302	121789107	chr12.121788302.121789107	2
chr12	121918282	121919176	chr12.121918282.121919176	5
chr12	122945223	122945705	chr12.122945223.122945705	3
chr12	123696290	123697164	chr12.123696290.123697164	5
chr12	123726161	123726853	chr12.123726161.123726853	2
chr12	123907671	123908490	chr12.123907671.123908490	10
chr12	124218755	124219315	chr12.124218755.124219315	7
chr12	124485954	124486342	chr12.124485954.124486342	1
chr12	124639928	124640942	chr12.124639928.124640942	4
chr12	124786519	124787094	chr12.124786519.124787094	2
chr12	124844905	124845386	chr12.124844905.124845386	2
chr12	125029616	125030229	chr12.125029616.125030229	5
chr12	125092985	125093785	chr12.125092985.125093785	3
chr12	127888591	127889047	chr12.127888591.127889047	3
chr12	128059883	128060282	chr12.128059883.128060282	3
chr12	128813414	128814263	chr12.128813414.128814263	4
chr12	130752658	130753434	chr12.130752658.130753434	7
chr12	130917872	130918767	chr12.130917872.130918767	11
chr12	131040578	131041222	chr12.131040578.131041222	7
chr12	131674452	131674931	chr12.131674452.131674931	8
chr12	131851245	131851771	chr12.131851245.131851771	7
chr12	132014626	132015662	chr12.132014626.132015662	4
chr12	132105496	132105946	chr12.132105496.132105946	1
chr12	132385889	132386429	chr12.132385889.132386429	10
chr12	132429207	132430075	chr12.132429207.132430075	6
chr12	132496755	132497178	chr12.132496755.132497178	3
chr12	132566472	132566971	chr12.132566472.132566971	11
chr12	133181174	133182197	chr12.133181174.133182197	5
chr13	19155086	19155783	chr13.19155086.19155783	10
chr13	19181014	19182413	chr13.19181014.19182413	13
chr13	19242654	19242981	chr13.19242654.19242981	5
chr13	20270561	20270948	chr13.20270561.20270948	4
chr13	20339030	20339669	chr13.20339030.20339669	10
chr13	20412045	20412430	chr13.20412045.20412430	6
chr13	21242222	21242644	chr13.21242222.21242644	1
chr13	23384178	23384607	chr13.23384178.23384607	2
chr13	26019899	26020286	chr13.26019899.26020286	2
chr13	27541308	27541760	chr13.27541308.27541760	6
chr13	29872568	29873349	chr13.29872568.29873349	4
chr13	30020792	30021221	chr13.30020792.30021221	3
chr13	30108778	30109385	chr13.30108778.30109385	6
chr13	30398733	30399293	chr13.30398733.30399293	3
chr13	31172086	31172471	chr13.31172086.31172471	3
chr13	33761725	33762242	chr13.33761725.33762242	2
chr13	35716356	35716741	chr13.35716356.35716741	7
chr13	44207482	44207866	chr13.44207482.44207866	2
chr13	45468691	45469090	chr13.45468691.45469090	4
chr13	46751782	46752422	chr13.46751782.46752422	2
chr13	51113999	51114446	chr13.51113999.51114446	5
chr13	51905181	51906242	chr13.51905181.51906242	6
chr13	52609400	52609756	chr13.52609400.52609756	1
chr13	52695859	52696378	chr13.52695859.52696378	6
chr13	52786771	52787224	chr13.52786771.52787224	5
chr13	60607918	60608343	chr13.60607918.60608343	4
chr13	63954751	63955133	chr13.63954751.63955133	3
chr13	66210718	66211209	chr13.66210718.66211209	4
chr13	67191611	67191933	chr13.67191611.67191933	2
chr13	70842817	70843335	chr13.70842817.70843335	4
chr13	74204570	74205411	chr13.74204570.74205411	5
chr13	76902215	76902778	chr13.76902215.76902778	5
chr13	92537428	92537950	chr13.92537428.92537950	4
chr13	92745147	92745782	chr13.92745147.92745782	2
chr13	94404487	94404951	chr13.94404487.94404951	4
chr13	95202196	95202687	chr13.95202196.95202687	3
chr13	95792969	95793606	chr13.95792969.95793606	5
chr13	97273245	97273810	chr13.97273245.97273810	5
chr13	98171833	98172916	chr13.98171833.98172916	9
chr13	98419755	98420291	chr13.98419755.98420291	5
chr13	98470881	98471501	chr13.98470881.98471501	7
chr13	98690540	98691160	chr13.98690540.98691160	11
chr13	98691372	98691943	chr13.98691372.98691943	8
chr13	98786815	98787207	chr13.98786815.98787207	3
chr13	98879153	98879619	chr13.98879153.98879619	7
chr13	99303889	99304366	chr13.99303889.99304366	2
chr13	109183106	109183558	chr13.109183106.109183558	6
chr13	110312643	110313123	chr13.110312643.110313123	3
chr13	110313833	110314662	chr13.110313833.110314662	15
chr13	110592615	110593177	chr13.110592615.110593177	3
chr13	110628942	110629683	chr13.110628942.110629683	9
chr13	110662935	110663503	chr13.110662935.110663503	11
chr13	111042723	111043271	chr13.111042723.111043271	9
chr13	111061511	111061934	chr13.111061511.111061934	6
chr13	111359904	111360394	chr13.111359904.111360394	3
chr13	111620595	111620988	chr13.111620595.111620988	6
chr13	112509996	112510381	chr13.112509996.112510381	2
chr13	112714500	112715487	chr13.112714500.112715487	11
chr13	112718991	112719586	chr13.112718991.112719586	7
chr13	112783169	112784353	chr13.112783169.112784353	13
chr13	112931238	112931953	chr13.112931238.112931953	6
chr13	113034899	113035455	chr13.113034899.113035455	6
chr13	113101715	113102133	chr13.113101715.113102133	2
chr13	113337562	113337971	chr13.113337562.113337971	6
chr13	113402375	113403027	chr13.113402375.113403027	10
chr13	113557534	113557873	chr13.113557534.113557873	4
chr14	19801383	19801752	chr14.19801383.19801752	1
chr14	20657126	20658154	chr14.20657126.20658154	8
chr14	20725409	20725927	chr14.20725409.20725927	6
chr14	20987727	20988195	chr14.20987727.20988195	8
chr14	22010991	22011382	chr14.22010991.22011382	5
chr14	22100283	22100724	chr14.22100283.22100724	6
chr14	22282920	22283451	chr14.22282920.22283451	10
chr14	22614114	22614897	chr14.22614114.22614897	10
chr14	23097824	23098341	chr14.23097824.23098341	1
chr14	23530353	23530762	chr14.23530353.23530762	5
chr14	24043956	24044396	chr14.24043956.24044396	3
chr14	24251705	24252667	chr14.24251705.24252667	10
chr14	24285208	24285721	chr14.24285208.24285721	4
chr14	24411973	24412620	chr14.24411973.24412620	5
chr14	27784191	27784494	chr14.27784191.27784494	2
chr14	33947258	33947566	chr14.33947258.33947566	2
chr14	34234779	34235224	chr14.34234779.34235224	2
chr14	34481019	34481476	chr14.34481019.34481476	3
chr14	35375663	35376091	chr14.35375663.35376091	5
chr14	35944782	35945277	chr14.35944782.35945277	4
