chr	start	end	name	mutation_count
chr10	57703821	57704164	chr10.57703821.57704164	3
chr10	57964381	57964796	chr10.57964381.57964796	1
chr10	58158876	58159278	chr10.58158876.58159278	3
chr10	58662374	58662816	chr10.58662374.58662816	2
chr10	59678936	59679370	chr10.59678936.59679370	1
chr10	60035981	60036550	chr10.60035981.60036550	7
chr10	60204147	60204515	chr10.60204147.60204515	1
chr10	60663325	60663719	chr10.60663325.60663719	4
chr10	60914548	60915289	chr10.60914548.60915289	4
chr10	62025499	62025836	chr10.62025499.62025836	2
chr10	62885922	62886481	chr10.62885922.62886481	6
chr10	63537445	63537985	chr10.63537445.63537985	3
chr10	63973454	63973862	chr10.63973454.63973862	10
chr10	63976611	63977058	chr10.63976611.63977058	3
chr10	66604241	66604576	chr10.66604241.66604576	3
chr10	67306648	67307031	chr10.67306648.67307031	2
chr10	68093976	68094407	chr10.68093976.68094407	1
chr10	68796600	68797160	chr10.68796600.68797160	6
chr10	69226882	69227469	chr10.69226882.69227469	4
chr10	69362531	69363300	chr10.69362531.69363300	6
chr10	69494599	69495180	chr10.69494599.69495180	5
chr10	69588445	69588841	chr10.69588445.69588841	4
chr10	69650201	69650600	chr10.69650201.69650600	1
chr10	69801152	69801522	chr10.69801152.69801522	5
chr10	69836147	69837136	chr10.69836147.69837136	12
chr10	70090827	70091351	chr10.70090827.70091351	7
chr10	70274738	70275087	chr10.70274738.70275087	4
chr10	70292006	70292487	chr10.70292006.70292487	5
chr10	70357555	70358143	chr10.70357555.70358143	10
chr10	70493768	70494376	chr10.70493768.70494376	9
chr10	70533522	70533955	chr10.70533522.70533955	4
chr10	70595632	70596061	chr10.70595632.70596061	8
chr10	70693737	70694579	chr10.70693737.70694579	6
chr10	70699718	70700378	chr10.70699718.70700378	7
chr10	70742556	70742971	chr10.70742556.70742971	1
chr10	70785390	70785775	chr10.70785390.70785775	3
chr10	70890909	70891383	chr10.70890909.70891383	3
chr10	71075048	71075913	chr10.71075048.71075913	6
chr10	71085949	71086488	chr10.71085949.71086488	4
chr10	71176671	71177074	chr10.71176671.71177074	3
chr10	71465318	71466194	chr10.71465318.71466194	8
chr10	71528669	71529146	chr10.71528669.71529146	2
chr10	71613250	71613989	chr10.71613250.71613989	4
chr10	71623400	71623787	chr10.71623400.71623787	11
chr10	71648765	71649424	chr10.71648765.71649424	3
chr10	71703489	71704242	chr10.71703489.71704242	6
chr10	71798129	71798464	chr10.71798129.71798464	1
chr10	71836078	71836535	chr10.71836078.71836535	1
chr10	71837139	71837561	chr10.71837139.71837561	1
chr10	71838208	71838661	chr10.71838208.71838661	8
chr10	72027740	72028096	chr10.72027740.72028096	6
chr10	72165411	72165889	chr10.72165411.72165889	4
chr10	72317034	72317430	chr10.72317034.72317430	2
chr10	72328162	72328783	chr10.72328162.72328783	5
chr10	72764103	72764729	chr10.72764103.72764729	7
chr10	73480267	73480556	chr10.73480267.73480556	4
chr10	73650500	73650846	chr10.73650500.73650846	3
chr10	73815230	73815640	chr10.73815230.73815640	2
chr10	73889038	73889463	chr10.73889038.73889463	3
chr10	75107796	75108219	chr10.75107796.75108219	2
chr10	75262668	75263171	chr10.75262668.75263171	3
chr10	76082968	76083460	chr10.76082968.76083460	7
chr10	76103254	76103740	chr10.76103254.76103740	6
chr10	77082911	77083397	chr10.77082911.77083397	5
chr10	77371906	77372370	chr10.77371906.77372370	2
chr10	77416276	77417158	chr10.77416276.77417158	9
chr10	77606894	77607282	chr10.77606894.77607282	5
chr10	77861488	77861835	chr10.77861488.77861835	4
chr10	77873311	77874408	chr10.77873311.77874408	4
chr10	77907890	77908275	chr10.77907890.77908275	4
chr10	77974428	77974894	chr10.77974428.77974894	5
chr10	78134958	78135359	chr10.78134958.78135359	5
chr10	78263480	78263928	chr10.78263480.78263928	4
chr10	78336343	78336793	chr10.78336343.78336793	3
chr10	78362470	78363080	chr10.78362470.78363080	8
chr10	78406920	78407750	chr10.78406920.78407750	8
chr10	78416422	78416946	chr10.78416422.78416946	2
chr10	78502292	78502595	chr10.78502292.78502595	1
chr10	78960047	78960878	chr10.78960047.78960878	6
chr10	79116637	79117406	chr10.79116637.79117406	3
chr10	79173881	79174665	chr10.79173881.79174665	3
chr10	79286275	79286860	chr10.79286275.79286860	4
chr10	79294234	79294775	chr10.79294234.79294775	4
chr10	79298688	79299300	chr10.79298688.79299300	6
chr10	79321204	79321595	chr10.79321204.79321595	3
chr10	79390601	79391036	chr10.79390601.79391036	5
chr10	79467516	79467875	chr10.79467516.79467875	2
chr10	80168050	80168541	chr10.80168050.80168541	1
chr10	80196213	80197007	chr10.80196213.80197007	6
chr10	80318817	80319345	chr10.80318817.80319345	5
chr10	80388346	80388697	chr10.80388346.80388697	7
chr10	80500643	80501094	chr10.80500643.80501094	6
chr10	80855457	80855890	chr10.80855457.80855890	7
chr10	82742519	82742889	chr10.82742519.82742889	1
chr10	83012998	83013354	chr10.83012998.83013354	3
chr10	83764613	83765184	chr10.83764613.83765184	6
chr10	83925215	83925599	chr10.83925215.83925599	4
chr10	84179290	84179959	chr10.84179290.84179959	5
chr10	84204155	84204499	chr10.84204155.84204499	8
chr10	84248836	84249353	chr10.84248836.84249353	3
chr10	84341532	84341886	chr10.84341532.84341886	4
chr10	84587817	84588202	chr10.84587817.84588202	4
chr10	85666305	85666666	chr10.85666305.85666666	4
chr10	86139148	86139578	chr10.86139148.86139578	4
chr10	86261851	86262548	chr10.86261851.86262548	2
chr10	86334786	86335209	chr10.86334786.86335209	3
chr10	86649478	86650036	chr10.86649478.86650036	4
chr10	86657208	86658005	chr10.86657208.86658005	5
chr10	86706222	86706872	chr10.86706222.86706872	2
chr10	86966410	86967238	chr10.86966410.86967238	4
chr10	88150435	88150778	chr10.88150435.88150778	4
chr10	88512638	88513112	chr10.88512638.88513112	5
chr10	88651076	88651810	chr10.88651076.88651810	3
chr10	88721344	88722025	chr10.88721344.88722025	5
chr10	88791952	88792364	chr10.88791952.88792364	6
chr10	88792684	88793079	chr10.88792684.88793079	3
chr10	88794826	88795211	chr10.88794826.88795211	7
chr10	89481669	89482011	chr10.89481669.89482011	3
chr10	89555715	89556164	chr10.89555715.89556164	4
chr10	91349368	91349848	chr10.91349368.91349848	1
chr10	91552769	91553152	chr10.91552769.91553152	4
chr10	91590364	91590942	chr10.91590364.91590942	4
chr10	91591509	91591980	chr10.91591509.91591980	3
chr10	91701087	91701471	chr10.91701087.91701471	1
chr10	92174041	92174448	chr10.92174041.92174448	1
chr10	93160914	93161350	chr10.93160914.93161350	2
chr10	93267496	93267987	chr10.93267496.93267987	3
chr10	94006605	94007082	chr10.94006605.94007082	4
chr10	94037970	94038483	chr10.94037970.94038483	10
chr10	94108297	94108619	chr10.94108297.94108619	3
chr10	94194322	94194764	chr10.94194322.94194764	4
chr10	94287391	94287781	chr10.94287391.94287781	1
chr10	95235884	95236528	chr10.95235884.95236528	5
chr10	95628796	95629288	chr10.95628796.95629288	2
chr10	95905957	95906342	chr10.95905957.95906342	1
chr10	96341169	96341706	chr10.96341169.96341706	1
chr10	96345398	96345724	chr10.96345398.96345724	1
chr10	96448150	96448599	chr10.96448150.96448599	4
chr10	96789508	96790063	chr10.96789508.96790063	4
chr10	96997103	96997679	chr10.96997103.96997679	5
chr10	97025661	97026197	chr10.97025661.97026197	3
chr10	97312988	97313327	chr10.97312988.97313327	2
chr10	97347349	97347872	chr10.97347349.97347872	5
chr10	97428419	97429180	chr10.97428419.97429180	5
chr10	97479398	97479886	chr10.97479398.97479886	1
chr10	97517815	97518741	chr10.97517815.97518741	9
chr10	97531485	97531973	chr10.97531485.97531973	4
chr10	97584002	97584593	chr10.97584002.97584593	3
chr10	97631131	97631469	chr10.97631131.97631469	4
chr10	97724256	97725041	chr10.97724256.97725041	5
chr10	97960479	97961000	chr10.97960479.97961000	1
chr10	98259914	98260600	chr10.98259914.98260600	10
chr10	98361171	98361816	chr10.98361171.98361816	1
chr10	98434329	98434753	chr10.98434329.98434753	5
chr10	98778348	98778685	chr10.98778348.98778685	5
chr10	99850128	99850513	chr10.99850128.99850513	5
chr10	99966326	99966788	chr10.99966326.99966788	8
chr10	100326944	100327845	chr10.100326944.100327845	10
chr10	100333940	100335223	chr10.100333940.100335223	12
chr10	100339243	100339694	chr10.100339243.100339694	6
chr10	100342385	100342898	chr10.100342385.100342898	3
chr10	100697067	100697580	chr10.100697067.100697580	1
chr10	100847264	100848154	chr10.100847264.100848154	3
chr10	101028808	101029413	chr10.101028808.101029413	2
chr10	101380653	101381059	chr10.101380653.101381059	2
chr10	102324055	102324583	chr10.102324055.102324583	3
chr10	102455806	102456325	chr10.102455806.102456325	2
chr10	102625328	102625913	chr10.102625328.102625913	6
chr10	102760566	102760989	chr10.102760566.102760989	2
chr10	102766847	102767331	chr10.102766847.102767331	4
chr10	103402113	103402493	chr10.103402113.103402493	1
chr10	103452988	103453388	chr10.103452988.103453388	1
chr10	103467552	103468046	chr10.103467552.103468046	5
chr10	103800848	103801296	chr10.103800848.103801296	5
chr10	104059316	104059714	chr10.104059316.104059714	2
chr10	104331316	104332069	chr10.104331316.104332069	8
chr10	104492425	104492777	chr10.104492425.104492777	4
chr10	104581959	104582537	chr10.104581959.104582537	4
chr10	104589595	104590370	chr10.104589595.104590370	10
chr10	104795876	104796268	chr10.104795876.104796268	2
chr10	106360797	106361422	chr10.106360797.106361422	6
chr10	106765358	106765849	chr10.106765358.106765849	4
chr10	107814886	107815258	chr10.107814886.107815258	3
chr10	109914902	109915384	chr10.109914902.109915384	3
chr10	109977570	109977956	chr10.109977570.109977956	2
chr10	110487336	110487863	chr10.110487336.110487863	8
chr10	110557084	110557541	chr10.110557084.110557541	2
chr10	110790161	110790634	chr10.110790161.110790634	1
chr10	110802660	110803113	chr10.110802660.110803113	4
chr10	111113872	111114292	chr10.111113872.111114292	1
chr10	111775632	111776067	chr10.111775632.111776067	4
chr10	112232634	112233146	chr10.112232634.112233146	6
chr10	112743297	112743754	chr10.112743297.112743754	5
chr10	112804069	112804912	chr10.112804069.112804912	5
chr10	113454512	113454882	chr10.113454512.113454882	1
chr10	113820341	113821179	chr10.113820341.113821179	11
chr10	113825354	113825654	chr10.113825354.113825654	5
chr10	114246854	114247482	chr10.114246854.114247482	6
chr10	114279906	114280433	chr10.114279906.114280433	5
chr10	114306679	114307095	chr10.114306679.114307095	3
chr10	114541478	114541913	chr10.114541478.114541913	5
chr10	114879544	114880024	chr10.114879544.114880024	5
chr10	116470864	116471187	chr10.116470864.116471187	1
chr10	116778208	116778626	chr10.116778208.116778626	3
chr10	117262865	117263473	chr10.117262865.117263473	2
chr10	118692941	118693402	chr10.118692941.118693402	6
chr10	118983462	118983872	chr10.118983462.118983872	5
chr10	119020583	119021048	chr10.119020583.119021048	5
chr10	119149775	119150239	chr10.119149775.119150239	3
chr10	119198487	119198893	chr10.119198487.119198893	3
chr10	119315115	119315505	chr10.119315115.119315505	2
chr10	119395113	119395782	chr10.119395113.119395782	3
chr10	119416020	119416666	chr10.119416020.119416666	11
chr10	119449816	119450713	chr10.119449816.119450713	5
chr10	119451077	119451589	chr10.119451077.119451589	3
chr10	119461218	119461868	chr10.119461218.119461868	10
chr10	119663825	119664294	chr10.119663825.119664294	4
chr10	120011320	120012081	chr10.120011320.120012081	12
chr10	120048419	120048848	chr10.120048419.120048848	5
chr10	120077794	120078323	chr10.120077794.120078323	4
chr10	120127620	120128298	chr10.120127620.120128298	4
chr10	120143772	120144156	chr10.120143772.120144156	3
chr10	120387384	120387781	chr10.120387384.120387781	3
chr10	120586379	120586846	chr10.120586379.120586846	6
chr10	120644919	120645522	chr10.120644919.120645522	6
chr10	121696950	121697391	chr10.121696950.121697391	6
chr10	122178793	122179229	chr10.122178793.122179229	4
chr10	122282282	122282904	chr10.122282282.122282904	4
chr10	122300986	122301684	chr10.122300986.122301684	6
chr10	122368475	122369042	chr10.122368475.122369042	5
chr10	122442029	122442361	chr10.122442029.122442361	1
chr10	122498510	122498912	chr10.122498510.122498912	2
chr10	122648725	122649175	chr10.122648725.122649175	4
chr10	122850312	122850743	chr10.122850312.122850743	2
chr10	123109568	123109940	chr10.123109568.123109940	4
chr10	123391793	123392964	chr10.123391793.123392964	10
chr10	123451654	123452055	chr10.123451654.123452055	5
chr10	123573160	123573701	chr10.123573160.123573701	6
chr10	123678384	123678769	chr10.123678384.123678769	2
chr10	123808951	123809309	chr10.123808951.123809309	4
chr10	124035832	124036496	chr10.124035832.124036496	5
chr10	124064798	124065097	chr10.124064798.124065097	6
chr10	124106135	124106771	chr10.124106135.124106771	7
chr10	124238390	124238849	chr10.124238390.124238849	3
chr10	124307621	124308278	chr10.124307621.124308278	9
chr10	124465386	124465724	chr10.124465386.124465724	3
chr10	124602968	124603439	chr10.124602968.124603439	6
chr10	124628084	124628646	chr10.124628084.124628646	3
chr10	124733245	124733613	chr10.124733245.124733613	1
chr10	126014010	126014408	chr10.126014010.126014408	4
chr10	126049692	126050226	chr10.126049692.126050226	6
chr10	126651797	126652157	chr10.126651797.126652157	3
chr10	126663361	126663773	chr10.126663361.126663773	2
chr10	126867532	126868116	chr10.126867532.126868116	10
chr10	126969377	126969770	chr10.126969377.126969770	2
chr10	127041501	127042081	chr10.127041501.127042081	8
chr10	127563931	127564316	chr10.127563931.127564316	2
chr10	127649757	127650154	chr10.127649757.127650154	1
chr10	127866269	127866771	chr10.127866269.127866771	3
chr10	127916880	127917291	chr10.127916880.127917291	4
chr10	128130116	128130586	chr10.128130116.128130586	7
chr10	128629398	128630116	chr10.128629398.128630116	5
chr10	128739987	128740337	chr10.128739987.128740337	9
chr10	128859829	128860217	chr10.128859829.128860217	7
chr10	129320432	129320866	chr10.129320432.129320866	2
chr10	129463397	129463818	chr10.129463397.129463818	5
chr10	129545293	129545688	chr10.129545293.129545688	3
chr10	130018327	130018725	chr10.130018327.130018725	8
chr10	130022637	130023108	chr10.130022637.130023108	4
chr10	130105688	130106202	chr10.130105688.130106202	5
chr10	130109737	130110174	chr10.130109737.130110174	2
chr10	130929645	130930598	chr10.130929645.130930598	13
chr10	131088598	131089010	chr10.131088598.131089010	6
chr10	131242048	131242467	chr10.131242048.131242467	7
chr10	131569849	131570387	chr10.131569849.131570387	4
chr10	131621806	131622758	chr10.131621806.131622758	30
chr10	131641238	131641769	chr10.131641238.131641769	8
chr10	131888164	131888761	chr10.131888164.131888761	6
chr10	131973114	131973756	chr10.131973114.131973756	4
chr10	132304233	132305169	chr10.132304233.132305169	7
chr10	132335185	132336092	chr10.132335185.132336092	6
chr10	132389955	132390366	chr10.132389955.132390366	4
chr10	132418831	132419405	chr10.132418831.132419405	3
chr10	132457690	132458119	chr10.132457690.132458119	10
chr10	132563765	132564459	chr10.132563765.132564459	6
chr10	132700220	132701315	chr10.132700220.132701315	7
chr10	132849052	132849448	chr10.132849052.132849448	8
chr10	132940372	132940775	chr10.132940372.132940775	6
chr10	133226924	133227340	chr10.133226924.133227340	3
chr10	133390066	133390508	chr10.133390066.133390508	5
chr11	327039	327456	chr11.327039.327456	3
chr11	353347	353702	chr11.353347.353702	3
chr11	359272	359681	chr11.359272.359681	5
chr11	390185	390619	chr11.390185.390619	3
chr11	456606	457134	chr11.456606.457134	4
chr11	662824	663172	chr11.662824.663172	4
chr11	665700	666319	chr11.665700.666319	4
chr11	690959	691479	chr11.690959.691479	10
chr11	702831	703382	chr11.702831.703382	5
chr11	704844	705374	chr11.704844.705374	5
chr11	762812	763206	chr11.762812.763206	3
chr11	838370	839044	chr11.838370.839044	9
chr11	875277	875629	chr11.875277.875629	4
chr11	898650	899040	chr11.898650.899040	3
chr11	942851	943208	chr11.942851.943208	1
chr11	1005537	1006492	chr11.1005537.1006492	14
chr11	1060747	1061433	chr11.1060747.1061433	12
chr11	1073343	1073767	chr11.1073343.1073767	4
chr11	1150732	1151585	chr11.1150732.1151585	11
chr11	1262456	1263039	chr11.1262456.1263039	5
chr11	1264414	1264798	chr11.1264414.1264798	3
chr11	1382823	1383723	chr11.1382823.1383723	11
chr11	1437689	1438027	chr11.1437689.1438027	3
chr11	1505467	1505851	chr11.1505467.1505851	5
chr11	1510976	1511330	chr11.1510976.1511330	4
chr11	1553964	1554716	chr11.1553964.1554716	11
