chr	start	end	name	mutation_count
chr11	942851	943208	chr11.942851.943208	1
chr11	1060747	1061433	chr11.1060747.1061433	12
chr11	1073343	1073767	chr11.1073343.1073767	4
chr11	1262456	1263039	chr11.1262456.1263039	5
chr11	1264414	1264798	chr11.1264414.1264798	3
chr11	1382823	1383723	chr11.1382823.1383723	11
chr11	1437689	1438027	chr11.1437689.1438027	3
chr11	1505467	1505851	chr11.1505467.1505851	5
chr11	1510976	1511330	chr11.1510976.1511330	4
chr11	1553964	1554716	chr11.1553964.1554716	11
chr11	1772509	1773170	chr11.1772509.1773170	3
chr11	1826715	1827072	chr11.1826715.1827072	5
chr11	1869909	1870261	chr11.1869909.1870261	4
chr11	2175546	2176341	chr11.2175546.2176341	9
chr11	2513098	2513586	chr11.2513098.2513586	5
chr11	2526843	2527451	chr11.2526843.2527451	10
chr11	2898736	2899091	chr11.2898736.2899091	7
chr11	2904159	2904725	chr11.2904159.2904725	10
chr11	2912599	2913014	chr11.2912599.2913014	5
chr11	3217064	3217850	chr11.3217064.3217850	2
chr11	3231610	3232327	chr11.3231610.3232327	6
chr11	3273946	3274396	chr11.3273946.3274396	9
chr11	3319762	3320275	chr11.3319762.3320275	10
chr11	3512117	3512621	chr11.3512117.3512621	21
chr11	4058088	4058601	chr11.4058088.4058601	3
chr11	4212153	4212456	chr11.4212153.4212456	2
chr11	5366906	5368223	chr11.5366906.5368223	8
chr11	6298660	6299101	chr11.6298660.6299101	2
chr11	8016450	8016963	chr11.8016450.8016963	4
chr11	8055209	8055579	chr11.8055209.8055579	3
chr11	8057060	8057439	chr11.8057060.8057439	8
chr11	9753938	9754502	chr11.9753938.9754502	6
chr11	10441914	10442642	chr11.10441914.10442642	1
chr11	10458907	10459689	chr11.10458907.10459689	6
chr11	10511458	10511786	chr11.10511458.10511786	7
chr11	10604433	10604854	chr11.10604433.10604854	16
chr11	11147991	11148565	chr11.11147991.11148565	6
chr11	11243708	11244094	chr11.11243708.11244094	6
chr11	11416964	11417365	chr11.11416964.11417365	4
chr11	11884873	11885215	chr11.11884873.11885215	3
chr11	11975246	11975766	chr11.11975246.11975766	1
chr11	11979775	11980243	chr11.11979775.11980243	3
chr11	12030089	12030513	chr11.12030089.12030513	5
chr11	12122171	12122555	chr11.12122171.12122555	7
chr11	12138320	12138881	chr11.12138320.12138881	2
chr11	12139247	12139621	chr11.12139247.12139621	5
chr11	12245616	12246134	chr11.12245616.12246134	3
chr11	12285065	12285618	chr11.12285065.12285618	5
chr11	12366322	12366762	chr11.12366322.12366762	9
chr11	12625445	12626246	chr11.12625445.12626246	7
chr11	13332683	13333071	chr11.13332683.13333071	4
chr11	13487214	13487594	chr11.13487214.13487594	5
chr11	13487714	13488107	chr11.13487714.13488107	2
chr11	14413345	14413722	chr11.14413345.14413722	2
chr11	15113485	15113944	chr11.15113485.15113944	4
chr11	16779418	16779825	chr11.16779418.16779825	5
chr11	16902187	16902662	chr11.16902187.16902662	3
chr11	17531704	17532175	chr11.17531704.17532175	3
chr11	17766585	17767079	chr11.17766585.17767079	11
chr11	19087654	19088112	chr11.19087654.19088112	8
chr11	19432325	19433124	chr11.19432325.19433124	5
chr11	19597872	19598395	chr11.19597872.19598395	5
chr11	19723614	19724204	chr11.19723614.19724204	2
chr11	19829183	19829655	chr11.19829183.19829655	5
chr11	19895919	19896272	chr11.19895919.19896272	2
chr11	20035789	20036177	chr11.20035789.20036177	2
chr11	20671848	20672250	chr11.20671848.20672250	2
chr11	27171557	27171918	chr11.27171557.27171918	2
chr11	27754225	27754713	chr11.27754225.27754713	2
chr11	28585010	28585411	chr11.28585010.28585411	2
chr11	29224898	29225228	chr11.29224898.29225228	3
chr11	32231926	32232423	chr11.32231926.32232423	8
chr11	33634434	33634903	chr11.33634434.33634903	2
chr11	33703716	33704205	chr11.33703716.33704205	3
chr11	33912852	33913200	chr11.33912852.33913200	6
chr11	34027759	34028307	chr11.34027759.34028307	5
chr11	34075418	34075813	chr11.34075418.34075813	4
chr11	34214948	34215522	chr11.34214948.34215522	2
chr11	34263477	34263899	chr11.34263477.34263899	3
chr11	35272415	35272978	chr11.35272415.35272978	5
chr11	35549864	35550396	chr11.35549864.35550396	9
chr11	35823965	35824349	chr11.35823965.35824349	1
chr11	36818500	36818874	chr11.36818500.36818874	5
chr11	39668724	39669184	chr11.39668724.39669184	1
chr11	40445260	40446110	chr11.40445260.40446110	8
chr11	41784905	41785344	chr11.41784905.41785344	7
chr11	42974610	42975003	chr11.42974610.42975003	4
chr11	44029421	44029868	chr11.44029421.44029868	2
chr11	44333726	44334152	chr11.44333726.44334152	1
chr11	44604438	44604767	chr11.44604438.44604767	2
chr11	44616088	44616494	chr11.44616088.44616494	4
chr11	45032270	45032598	chr11.45032270.45032598	3
chr11	45355290	45355803	chr11.45355290.45355803	4
chr11	45400708	45401105	chr11.45400708.45401105	3
chr11	46159670	46160620	chr11.46159670.46160620	7
chr11	46687483	46687901	chr11.46687483.46687901	4
chr11	47325660	47326108	chr11.47325660.47326108	2
chr11	47477502	47477894	chr11.47477502.47477894	3
chr11	47993494	47993898	chr11.47993494.47993898	4
chr11	48055868	48056381	chr11.48055868.48056381	3
chr11	48170935	48171344	chr11.48170935.48171344	3
chr11	49176924	49177281	chr11.49176924.49177281	2
chr11	49178008	49178434	chr11.49178008.49178434	4
chr11	49298085	49298502	chr11.49298085.49298502	4
chr11	50174199	50174643	chr11.50174199.50174643	3
chr11	57402634	57403149	chr11.57402634.57403149	1
chr11	58075827	58076188	chr11.58075827.58076188	3
chr11	58647184	58647744	chr11.58647184.58647744	4
chr11	59267234	59267729	chr11.59267234.59267729	4
chr11	60169257	60169771	chr11.60169257.60169771	7
chr11	60880933	60881365	chr11.60880933.60881365	2
chr11	60918662	60919734	chr11.60918662.60919734	1
chr11	61028411	61028783	chr11.61028411.61028783	4
chr11	61267394	61267838	chr11.61267394.61267838	5
chr11	61273161	61274058	chr11.61273161.61274058	4
chr11	61280344	61280673	chr11.61280344.61280673	3
chr11	61378672	61379152	chr11.61378672.61379152	2
chr11	61406072	61406525	chr11.61406072.61406525	2
chr11	61498688	61499239	chr11.61498688.61499239	2
chr11	61532759	61533082	chr11.61532759.61533082	5
chr11	61602994	61603612	chr11.61602994.61603612	8
chr11	61609914	61610428	chr11.61609914.61610428	6
chr11	61695069	61695453	chr11.61695069.61695453	2
chr11	61700376	61700730	chr11.61700376.61700730	4
chr11	61955729	61956281	chr11.61955729.61956281	1
chr11	62122143	62122552	chr11.62122143.62122552	2
chr11	62208422	62208871	chr11.62208422.62208871	2
chr11	62245290	62245940	chr11.62245290.62245940	3
chr11	62393374	62393855	chr11.62393374.62393855	5
chr11	62472047	62473000	chr11.62472047.62473000	9
chr11	63508091	63508508	chr11.63508091.63508508	4
chr11	63592953	63593555	chr11.63592953.63593555	6
chr11	63599226	63599699	chr11.63599226.63599699	2
chr11	63802667	63803583	chr11.63802667.63803583	6
chr11	63804258	63804838	chr11.63804258.63804838	4
chr11	64501510	64501922	chr11.64501510.64501922	9
chr11	64828321	64828721	chr11.64828321.64828721	3
chr11	64856655	64857112	chr11.64856655.64857112	3
chr11	64885601	64886046	chr11.64885601.64886046	5
chr11	65290673	65291252	chr11.65290673.65291252	1
chr11	65419964	65420363	chr11.65419964.65420363	3
chr11	65493874	65494353	chr11.65493874.65494353	5
chr11	65802795	65803382	chr11.65802795.65803382	1
chr11	65860202	65860760	chr11.65860202.65860760	1
chr11	66119339	66120204	chr11.66119339.66120204	7
chr11	66228580	66229028	chr11.66228580.66229028	2
chr11	66330199	66330584	chr11.66330199.66330584	2
chr11	66934974	66935878	chr11.66934974.66935878	4
chr11	67312650	67313133	chr11.67312650.67313133	4
chr11	67563450	67564126	chr11.67563450.67564126	7
chr11	67826389	67826904	chr11.67826389.67826904	6
chr11	68014007	68015414	chr11.68014007.68015414	7
chr11	68027865	68028506	chr11.68027865.68028506	6
chr11	68146085	68146618	chr11.68146085.68146618	3
chr11	68269665	68270113	chr11.68269665.68270113	3
chr11	68343926	68344415	chr11.68343926.68344415	2
chr11	68878010	68878482	chr11.68878010.68878482	3
chr11	69436949	69437607	chr11.69436949.69437607	8
chr11	69442075	69442504	chr11.69442075.69442504	5
chr11	69467705	69468115	chr11.69467705.69468115	5
chr11	69521409	69521899	chr11.69521409.69521899	3
chr11	69935214	69935599	chr11.69935214.69935599	2
chr11	69950684	69951144	chr11.69950684.69951144	7
chr11	70191550	70192135	chr11.70191550.70192135	2
chr11	70313007	70313516	chr11.70313007.70313516	3
chr11	70568038	70569053	chr11.70568038.70569053	2
chr11	71103329	71103805	chr11.71103329.71103805	2
chr11	71114220	71114693	chr11.71114220.71114693	4
chr11	71120583	71120951	chr11.71120583.71120951	3
chr11	71266230	71266801	chr11.71266230.71266801	5
chr11	71287329	71287802	chr11.71287329.71287802	4
chr11	71343421	71344154	chr11.71343421.71344154	11
chr11	71371335	71371718	chr11.71371335.71371718	3
chr11	71945284	71945776	chr11.71945284.71945776	3
chr11	72174286	72174711	chr11.72174286.72174711	7
